city,gu,dong,latitude,longitude
서울,성동구,용답동,127.057433333333,37.5613666666666
서울,용산구,용문동,126.959663888888,37.5362499999999
서울,용산구,용산2가동,126.987563888888,37.5431194444444
서울,동대문구,용신동,127.0372169,37.5758185
서울,강북구,우이동,127.014066666666,37.6451944444444
서울,강서구,우장산동,126.8418849,37.5482468
서울,용산구,원효로제1동,126.968341666666,37.5358694444444
서울,용산구,원효로제2동,126.953577777777,37.5315916666666
서울,노원구,월계1동,127.065088888888,37.6173194444444
서울,노원구,월계2동,127.052997222222,37.6297611111111
서울,노원구,월계3동,127.071330555555,37.6182055555555
서울,성북구,월곡제1동,127.036141666666,37.6042027777777
서울,성북구,월곡제2동,127.041688888888,37.5999416666666
서울,송파구,위례동,127.1414918,37.4791657
서울,관악구,은천동,126.9424278,37.4853086
서울,중구,을지로동,126.993430555555,37.5639
서울,성동구,응봉동,127.035497222222,37.5503472222222
서울,은평구,응암제1동,126.928863888888,37.5979111111111
서울,은평구,응암제2동,126.925130555555,37.5918166666666
서울,은평구,응암제3동,126.917841666666,37.5893861111111
서울,동대문구,이문제1동,127.067630555555,37.595
서울,동대문구,이문제2동,127.058619444444,37.5917305555555
서울,용산구,이촌제1동,126.975355555555,37.5184027777777
서울,용산구,이촌제2동,126.956330555555,37.5240305555555
서울,용산구,이태원제1동,126.997041666666,37.5294916666666
서울,용산구,이태원제2동,126.991844444444,37.5379722222222
서울,종로구,이화동,127.006397222222,37.5742138888888
서울,강북구,인수동,127.012766666666,37.6387333333333
서울,관악구,인헌동,126.967375,37.4723055555555
서울,강남구,일원1동,127.090130555555,37.4890583333333
서울,강남구,일원본동,127.0886,37.4805333333333
서울,광진구,자양제1동,127.084419444444,37.5316861111111
서울,광진구,자양제2동,127.086599999999,37.5259999999999
서울,광진구,자양제3동,127.075030555555,37.5310333333333
서울,광진구,자양제4동,127.067252777777,37.5374861111111
서울,송파구,잠실2동,127.089975,37.5119138888888
서울,송파구,잠실3동,127.096411111111,37.5044888888888
서울,송파구,잠실4동,127.110055555555,37.5164444444444
서울,송파구,잠실6동,127.102652777777,37.5153833333333
서울,송파구,잠실7동,127.079133333333,37.5058611111111
서울,송파구,잠실본동,127.086419444444,37.5033555555555
서울,서초구,잠원동,127.016052777777,37.5120888888888
서울,동대문구,장안제1동,127.068477777777,37.5649861111111
서울,동대문구,장안제2동,127.075308333333,37.5684083333333
서울,성북구,장위제1동,127.045855555555,37.6111916666666
서울,성북구,장위제2동,127.056708333333,37.6096638888888
서울,성북구,장위제3동,127.058722222222,37.6137722222222
서울,송파구,장지동,127.134533333333,37.4841361111111
서울,중구,장충동,127.009933333333,37.5591166666666
서울,동대문구,전농제1동,127.049866666666,37.5752111111111
서울,동대문구,전농제2동,127.053863888888,37.5817027777777
서울,성북구,정릉제1동,127.018741666666,37.5986416666666
서울,성북구,정릉제2동,127.013241666666,37.6016666666666
서울,성북구,정릉제3동,127.006288888888,37.6061666666666
서울,성북구,정릉제4동,127.008208333333,37.6107861111111
서울,동대문구,제기동,127.0377843,37.5830767
서울,관악구,조원동,126.9078649,37.4826299
서울,종로구,종로1.2.3.4가동,126.991066666666,37.5678861111111
서울,종로구,종로5.6가동,127.007155555555,37.5692111111111
서울,성북구,종암동,127.033552777777,37.5973305555555
서울,노원구,중계1동,127.079663888888,37.6497861111111
서울,노원구,중계2.3동,127.0687126,37.6421829
서울,노원구,중계4동,127.080088888888,37.6559666666666
서울,노원구,중계본동,127.082455555555,37.6450722222222
서울,광진구,중곡제1동,127.082163888888,37.5578416666666
서울,광진구,중곡제2동,127.083544444444,37.557475
서울,광진구,중곡제3동,127.082252777777,37.5659166666666
서울,광진구,중곡제4동,127.089352777777,37.5625111111111
서울,중구,중림동,126.9666,37.5520333333333
서울,관악구,중앙동,126.951755555555,37.4814416666666
서울,중랑구,중화제1동,127.082777777777,37.5983861111111
서울,중랑구,중화제2동,127.077022222222,37.5922166666666
서울,은평구,증산동,126.909222222222,37.5815305555555
서울,은평구,진관동,126.921111111111,37.6356
서울,종로구,창신제1동,127.018463888888,37.5679361111111
서울,종로구,창신제2동,127.012963888888,37.5716444444444
서울,종로구,창신제3동,127.017163888888,37.5750472222222
서울,도봉구,창제1동,127.045997222222,37.6456472222222
서울,도봉구,창제2동,127.037766666666,37.6387277777777
서울,도봉구,창제3동,127.045008333333,37.6352694444444
서울,도봉구,창제4동,127.053666666666,37.6493972222222
서울,도봉구,창제5동,127.041297222222,37.6492138888888
서울,서대문구,천연동,126.961175,37.5683027777777
서울,강동구,천호제1동,127.138877777777,37.5423027777777
서울,강동구,천호제2동,127.122908333333,37.5397861111111
서울,강동구,천호제3동,127.131966666666,37.5369722222222
서울,중구,청구동,127.016788888888,37.5542583333333
서울,강남구,청담동,127.0493,37.5251083
서울,동대문구,청량리동,127.0472767,37.5862586
서울,관악구,청룡동,126.94155,37.479151
서울,관악구,청림동,126.960666666666,37.4890388888888
서울,종로구,청운효자동,126.9706519,37.5841367
서울,용산구,청파동,126.972041666666,37.5425555555555
서울,서대문구,충현동,126.956844444444,37.5620611111111
서울,종로구,평창동,126.968877777777,37.6025222222222
서울,송파구,풍납1동,127.124244444444,37.5352472222222
서울,송파구,풍납2동,127.118863888888,37.52595
서울,중구,필동,126.997711111111,37.5573527777777
서울,노원구,하계1동,127.074730555555,37.6377833333333
서울,노원구,하계2동,127.070111111111,37.62925
서울,용산구,한강로동,126.971533333333,37.5262416666666
서울,용산구,한남동,127.002644444444,37.5318861111111
서울,마포구,합정동,126.907752777777,37.5467222222222
서울,구로구,항동,126.8107155,37.482174
서울,성동구,행당제1동,127.038077777777,37.5553527777777
서울,성동구,행당제2동,127.031533333333,37.555575
서울,관악구,행운동,126.959033333333,37.4778833333333
서울,종로구,혜화동,127.002622222222,37.5839888888888
서울,서대문구,홍은제1동,126.945955555555,37.5904305555555
서울,서대문구,홍은제2동,126.938486111111,37.5801583333333
서울,서대문구,홍제제1동,126.946986111111,37.5849
서울,서대문구,홍제제2동,126.951466666666,37.5833388888888
서울,서대문구,홍제제3동,126.951166666666,37.5924444444444
서울,강서구,화곡본동,126.849752777777,37.5412444444444
서울,강서구,화곡제1동,126.843741666666,37.5277444444444
서울,강서구,화곡제2동,126.856744444444,37.5287888888888
서울,강서구,화곡제3동,126.840463888888,37.5399416666666
서울,강서구,화곡제4동,126.865233333333,37.5301333333333
서울,강서구,화곡제6동,126.852244444444,37.5489944444444
서울,강서구,화곡제8동,126.850422222222,37.5298916666666
서울,광진구,화양동,127.073463888888,37.5437861111111
서울,중구,황학동,127.023497222222,37.5646638888888
서울,동대문구,회기동,127.057488888888,37.5880083333333
서울,중구,회현동,126.981444444444,37.5544833333333
서울,용산구,효창동,126.963397222222,37.5389527777777
서울,용산구,후암동,126.980266666666,37.5458805555555
서울,동대문구,휘경제1동,127.067819444444,37.5901583333333
서울,동대문구,휘경제2동,127.069655555555,37.5884944444444
서울,동작구,흑석동,126.962611111111,37.5067388888888
